COPT_LEMMA,POS 1,POS 2,FORMS,SENSES
ⲁⲥⲡⲁⲣⲓⲍⲉⲓⲛ,['35'],[],"['ⲥⲡⲉⲣⲓⲍⲓⲛ', 'ⲁⲥⲡⲉⲣⲓⲍⲓⲛ', 'ⲁⲥⲡⲁⲣⲓⲍⲓⲛ']",[]
ⲁⲥⲧⲉⲣⲓⲟⲥ,['34'],[],"['ⲁⲥⲧⲏⲣⲓⲟⲛ', 'ⲁⲥⲧⲉⲣⲓⲟⲛ']",[]
ⲁⲥⲫⲁⲗⲧⲟⲛ,['31'],[],[],[]
ⲁⲧⲁⲕⲧⲟⲥ,['34'],[],[],[]
ⲁⲫⲟⲣⲙⲏ,['31'],[],[],[]
ⲁⲯⲓⲥ,['31'],[],[],[]
ⲃⲁⲥⲓⲗⲉⲩⲥ,['31'],[],[],[]
ⲃⲟⲩⲗⲏ,['31'],[],[],[]
ⲃⲣⲁⲃⲉⲓⲟⲛ,['31'],[],"['ⲉⲃⲣⲁⲃⲓⲟⲛ', 'ⲃⲣⲁⲃⲓⲟⲛ']",[]
ⲃⲟⲩⲛⲉⲩⲣⲟⲛ,['31'],[],[],[]
ⲅⲉⲣⲟⲩⲥⲓⲁ,['31'],[],['ⲕⲉⲣⲟⲩⲥⲓⲁ'],[]
ⲅⲟⲙⲫⲟⲥ ,['31'],[],"['ⲅⲟⲙⲫⲟⲥ', 'ⲕⲟⲩⲫⲟⲥ']","[' ""bolt, bond""']"
ⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ,['31'],[],['ⲅⲣⲁⲙⲁⲧⲉⲩⲥ'],[]
ⲅⲩⲙⲛⲁⲍⲉⲓⲛ,['35'],[],['ⲅⲩⲙⲛⲁⲍⲓⲛ'],[]
ⲇⲁⲓⲙⲟⲛⲓⲁⲕⲟⲥ,['34'],[],"['ⲇⲉⲙⲱⲛⲓⲁⲕⲟⲥ', 'ⲇⲉⲙⲱⲛⲓⲁⲕⲟⲛ', 'ⲇⲉⲙⲟⲛⲓⲁⲕⲟⲥ', 'ⲇⲉⲙⲟⲛⲓⲁⲕⲟⲛ']",[]
ⲇⲁⲙⲁⲍⲉⲓⲛ,['35'],[],['ⲇⲁⲙⲁⲍⲓⲛ'],[]
ⲇⲏⲙⲓⲟⲥ,['31'],[],['ⲇⲏⲙⲟⲥ'],[]
ⲇⲓⲱⲕⲧⲏⲥ,['31'],[],[],[]
ⲇⲟⲕⲉⲓⲛ,['35'],[],['ⲇⲟⲕⲓⲛ'],[]
ⲉⲅⲕⲁⲕⲓⲁ,['31'],[],"['ⲉⲛⲕⲁⲕⲓⲁ', 'ⲉⲕⲕⲁⲕⲓⲁ']",[]
ⲉⲓⲣⲏⲛⲁⲣⲭⲏⲥ,['31'],[],['ⲓⲣⲏⲛⲁⲣⲭⲏⲥ'],[]
ⲉⲗⲉⲩⲑⲉⲣⲟⲥ,['34'],[],"['ⲉⲗⲉⲩⲑⲉⲣⲟⲛ', 'ⲉⲗⲉⲩⲑⲉⲣⲁ']",[]
ⲉⲙⲡⲟⲇⲓⲍⲉⲓⲛ,['35'],[],"['ⲙⲡⲟⲧⲓⲍⲓⲛ', 'ⲉⲙⲡⲟⲧⲓⲍⲓⲛ', 'ⲙⲡⲟⲇⲓⲍⲓⲛ', 'ⲉⲙⲡⲟⲇⲓⲍⲓⲛ', 'ⲉⲙⲡⲟⲇⲁⲍⲓⲛ']",[]
ⲉⲝⲁⲓⲣⲉⲧⲟⲛ,['31'],[],['ⲉⲝⲉⲣⲉⲧⲟⲛ'],[]
ⲉⲝⲁⲓⲣⲉⲧⲟⲥ,['34'],[],"['ⲉⲝⲉⲣⲉⲧⲱⲥ', 'ⲉⲝⲉⲣⲉⲧⲟⲥ', 'ⲉⲝⲉⲣⲉⲧⲟⲛ']",[]
ⲉⲝⲁⲓⲣⲉⲧⲱⲥ,['39'],[],"['ⲉⲝⲉⲣⲉⲧⲱⲥ', 'ⲉⲝⲉⲣⲉⲧⲟⲥ']",[]
ⲉⲝⲟⲣⲓⲍⲉⲓⲛ,['35'],[],"['ⲉⲝⲱⲣⲓⲍⲓⲛ', 'ⲉⲝⲟⲣⲓⲍⲓⲛ']",[]
ⲉⲝⲟⲣⲕⲓⲥⲧⲏⲥ,['31'],[],['ⲉⲝⲱⲣⲅⲏⲥⲧⲏⲥ'],[]
ⲉⲝⲟⲩⲥⲓⲁⲥⲧⲏⲥ,['31'],[],[],[]
ⲉⲡⲓⲥⲕⲟⲡⲏ,['31'],[],[],[]
ⲉⲡⲓⲧⲣⲟⲡⲟⲥ,['34'],[],[],[]
ⲉⲣⲏⲙⲓⲁ ,['31'],[' (ϩⲉⲣⲏⲙⲓⲁ)'],"['ϩⲉⲣⲏⲙⲓⲁ', 'ϩⲉⲣⲉⲙⲓⲁ']",[]
ⲉⲧⲟⲥ,['31'],[],['ⲉⲧⲏ'],[]
ⲉⲩⲫⲣⲁⲓⲛⲉⲓⲛ,['35'],[],['ⲉⲩⲫⲣⲁⲛⲓⲛ'],[]
ⲍⲉⲙⲁ,['31'],[],['ⲥⲉⲙⲁ'],[]
ⲏⲥⲩⲭⲁⲍⲉⲓⲛ,['35'],[],"['ⲩⲥⲏⲭⲁⲍⲓⲛ', 'ⲏⲥⲩⲭⲁⲍⲓⲛ']",[]
ⲏⲥⲩⲭⲓⲁ,['31'],[],['ⲏⲥⲓⲭⲓⲁ'],[]
ⲑⲁⲩⲙⲁⲥⲧⲟⲥ,['34'],[],['ⲑⲁⲩⲙⲁⲥⲧⲟⲛ'],[]
ⲑⲉⲁⲧⲣⲟⲛ,['31'],[],['ⲑⲉⲁⲇⲣⲟⲛ'],[]
ⲑⲉⲣⲁⲡⲉⲓⲁ,['31'],[],['ⲑⲉⲣⲁⲡⲓⲁ'],[]
ⲑⲣⲏⲥⲕⲉⲓⲁ,['31'],[],"['ⲧⲣⲓⲥⲕⲓⲁ', 'ⲑⲣⲓⲥⲕⲓⲁ', 'ⲑⲣⲏⲥⲕⲓⲁ']",[]
ⲑⲩⲙⲟⲥ,['31'],[],['ⲇⲩⲙⲟⲥ'],[]
ⲑⲩⲣⲱⲣⲟⲥ,['31'],[],['ⲑⲩⲣⲟⲩⲣⲟⲥ'],[]
ⲓⲥⲧⲟⲣⲓⲟⲅⲣⲁⲫⲟⲥ,['31'],[],[],[]
ⲕⲁⲑⲁⲣⲓⲟⲧⲏⲥ,['31'],[],['ⲕⲁⲑⲁⲣⲓⲱⲧⲏⲥ'],[]
ⲕⲁⲓⲥⲁⲣ Lat. caesar,['31'],[],"['ⲕⲉⲥⲁⲣⲟⲥ', 'ⲕⲉⲥⲁⲣ']",[]
ⲕⲁⲙⲁⲣⲁ,['31'],[],[],[]
ⲕⲁⲛⲇⲏⲗⲁ,['31'],[],[],[]
ⲕⲁⲥⲟⲩⲗⲁ,['31'],[],['ⲕⲁⲥⲟⲩⲗⲓ'],[]
ⲕⲁⲥⲧⲣⲟⲛ Lat. castrum,['31'],[],"['ⲕⲁⲥⲇⲣⲟⲛ', 'ⲕⲁⲥⲧⲣⲟⲛ']",[]
ⲕⲁⲧⲁⲝⲓⲁⲣⲭⲏⲥ,['31'],[],['ⲕⲁⲇⲁⲝⲓⲁⲣⲭⲏⲥ'],[]
ⲕⲁⲑⲁⲣⲅⲉⲓⲛ,['35'],[],['ⲕⲁⲑⲁⲣⲅⲓⲛ'],[]
ⲕⲁⲧⲁⲥⲕⲟⲡⲟⲥ,['31'],[],[],[]
ⲕⲁⲧⲏⲛⲁ Lat. catena,['31'],[],['ⲕⲁⲧⲏⲛⲏ'],[]
ⲕⲁⲯⲁ,['31'],[],['ⲕⲁⲡⲯⲁ'],[]
ⲕⲉⲗⲉⲩⲥⲓⲥ,['31'],[],[],[]
ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ Lat. centenarium,['31'],[],"['ⲕⲩⲛⲇⲓⲛⲁⲣⲓⲟⲛ', 'ⲕⲏⲛⲧⲓⲛⲁⲣⲓⲟⲛ', 'ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ', 'ⲕⲏⲛⲇⲓⲛⲁⲣⲓⲟⲛ', 'ⲕⲏⲛⲇⲏⲛⲁⲣⲓⲟⲛ']",[]
ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲥ Lat. centenarius,['34'],[],"['ⲕⲩⲛⲇⲓⲛⲁⲣⲓⲟⲛ', 'ⲕⲏⲛⲧⲓⲛⲁⲣⲓⲟⲛ', 'ⲕⲉⲛⲧⲏⲛⲁⲣⲓⲟⲛ', 'ⲕⲏⲛⲇⲓⲛⲁⲣⲓⲟⲛ', 'ⲕⲏⲛⲇⲏⲛⲁⲣⲓⲟⲛ']",[]
ⲕⲉⲛⲧⲣⲓⲍⲉⲓⲛ,['35'],[],"['ⲕⲉⲛⲧⲣⲓⲍⲓⲛ', 'ⲕⲉⲛⲇⲣⲓⲍⲓⲛ']",[]
ⲕⲉⲛⲧⲩⲣⲓⲱⲛ Lat. centurio,['31'],[],"['ⲕⲩⲛⲧⲏⲣⲓⲟⲛ', 'ⲕⲩⲛⲇⲏⲣⲓⲱⲛ', 'ⲕⲉⲛⲧⲩⲣⲓⲱⲛ', 'ⲕⲉⲛⲧⲏⲣⲓⲱⲛ', 'ⲕⲉⲛⲧⲉⲣⲓⲟⲛ', 'ⲅⲉⲛⲧⲉⲣⲓⲟⲛ']",[]
ⲕⲉⲣⲁⲥⲧⲏⲥ,['31'],[],['ⲕⲩⲣⲁⲥⲧⲏⲥ'],[]
ⲕⲉⲫⲁⲗⲏ,['31'],[],['ⲅⲉⲫⲁⲗⲏ'],[]
ⲕⲉⲫⲁⲗⲓⲥ,['31'],[],[],[]
ⲕⲏⲣⲩⲝ ,['31'],[' (ⲕⲩⲣⲓⲝ)'],"['ⲕⲩⲣⲏⲝ', 'ⲕⲏⲣⲩⲝ', 'ⲕⲩⲣⲓⲝ', 'ⲕⲓⲣⲓⲝ', 'ⲕⲏⲣⲓⲝ', 'ⲕⲉⲣⲓⲝ']",[]
ⲕⲟⲗⲁⲕⲉⲩⲉⲓⲛ,['35'],[],"['ⲕⲟⲗⲁⲕⲉⲩⲓⲛ', 'ⲕⲟⲗⲗⲁⲕⲉⲩⲓⲛ', 'ⲕⲁⲗⲁⲕⲉⲩⲓⲛ']",[]
ⲕⲟⲗⲁⲕⲉⲓⲁ,['31'],[],"['ⲕⲟⲗⲁⲕⲓⲁ', 'ⲕⲁⲗⲁⲕⲓⲁ']",[]
ⲕⲟⲗⲁⲥⲧⲏⲣⲓⲟⲛ,['31'],[],[],[]
ⲕⲟⲗⲗⲁⲑⲟⲛ,['31'],[],"['ⲕⲟⲗⲗⲁ', 'ⲕⲟⲗⲗⲁⲑⲓ', 'ⲕⲉⲗⲗⲁⲑⲓ']",[]
ⲕⲟⲗⲟⲫⲱⲛⲓⲁ,['31'],[],['ⲕⲁⲗⲁⲙⲫⲱⲛⲓⲁ'],[]
ⲕⲟⲛⲧⲟⲥ,['34'],[],['ⲕⲟⲩⲛⲧⲟⲥ'],[]
ⲕⲟⲡⲣⲓⲁ,['31'],[],[],[]
ⲕⲟⲥⲙⲏⲥⲓⲥ,['31'],[],[],[]
ⲕⲟⲥⲙⲟⲕⲣⲁⲧⲱⲣ,['31'],[],[],[]
ⲕⲟⲩⲣⲥⲱⲣ,['31'],[],['ⲕⲟⲩⲣⲥⲱⲛ'],[]
ⲕⲣⲁⲧⲓⲥⲧⲟⲥ,['31'],[],[],[]
ⲕⲣⲓⲛⲟⲛ,['31'],[],[],[]
ⲕⲩⲕⲗⲟⲥ,['31'],[],[],[]
ⲕⲩⲙⲃⲟⲥ,['31'],[],"['ⲕⲟⲩⲙⲫⲟⲥ', 'ⲕⲟⲩⲙⲃⲟⲥ']",[]
ⲕⲩⲡⲁⲣⲓⲥⲥⲟⲥ,['31'],[],"['ⲕⲩⲡⲁⲣⲓⲥⲟⲥ', 'ⲕⲩⲡⲁⲣⲏⲥⲟⲥ', 'ⲕⲁⲡⲁⲣⲓⲥⲟⲥ']",[]
ⲕⲩⲣⲓⲁ,['31'],[],"['ⲕⲩⲣⲁ', 'ⲕⲓⲣⲁ']",[]
ⲗⲉⲃⲏⲥ Lat. lebes,['31'],[],['ⲗⲉⲃⲏⲥ'],[]
ⲗⲉⲓⲧⲟⲩⲣⲅⲓⲁ,['31'],[],"['ⲗⲩⲧⲟⲩⲣⲅⲓⲁ', 'ⲗⲓⲧⲟⲩⲣⲅⲓⲁ']",[]
ⲗⲉⲟⲡⲁⲣⲇⲟⲥ,['31'],[],[],[]
ⲗⲟⲅⲭⲓⲍⲉⲓⲛ,['35'],[],"['ⲗⲟⲅⲭⲓⲍⲓⲛ', 'ⲗⲟⲅⲅⲓⲍⲓⲛ']",[]
ⲗⲟⲩⲥⲱⲣⲓⲟⲛ,['31'],[],"['ⲗⲟⲩⲍⲱⲣⲓⲟⲛ', 'ⲗⲟⲍⲱⲣⲓⲟⲛ', 'ⲗⲉⲍⲱⲣⲓⲟⲛ']",[]
ⲗⲟⲩⲧⲏⲣ,['31'],[],[],[]
ⲙⲁⲅⲗⲁⲃⲓⲟⲛ,['31'],[],"['ⲙⲁⲛⲕⲗⲁⲃⲓ', 'ⲙⲁⲕⲗⲁⲃⲓ']",[]
ⲙⲁⲛⲓⲁⲕⲏⲥ,['34'],[],['ⲙⲁⲛⲓⲁⲕⲓⲥ'],[]
ⲙⲁⲣⲧⲩⲣⲓⲕⲟⲥ,['34'],[],"['ⲙⲁⲣⲧⲩⲣⲓⲕⲟⲛ', 'ⲙⲁⲣⲧⲏⲣⲓⲕⲟⲛ']",[]
ⲙⲁⲧⲣⲱⲛⲁ Lat. matrona,['31'],[],['ⲙⲁⲑⲣⲱⲛⲁ'],[]
ⲙⲁⲭⲁⲓⲣⲁ,['31'],[],['ⲙⲁⲭⲉⲣⲁ'],[]
ⲙⲉⲗⲉⲥⲑⲁⲓ,['35'],[],"['ⲙⲉⲗⲓⲥⲑⲉ', 'ⲙⲉⲗⲉⲥⲑⲉ']",[]
ⲙⲓⲗⲓⲁⲣⲓⲥⲓⲟⲛ,['31'],[],['ⲙⲉⲗⲓⲁⲣⲓⲥⲓⲟⲛ'],[]
ⲙⲟⲛⲟⲃⲟⲗⲟⲥ,['31'],[],[],[]
ⲛⲁⲩⲕⲗⲏⲣⲟⲥ,['31'],[],[],[]
ⲛⲉⲩⲣⲓⲍⲉⲓⲛ,['35'],[],['ⲛⲉⲩⲣⲓⲍⲓⲛ'],[]
ⲛⲟⲉⲙⲃⲣⲓⲟⲥ Lat. novembris,['31'],[],['ⲛⲟⲉⲙⲃⲣⲓⲟⲥ'],[]
ⲛⲟⲩⲙⲉⲣⲟⲛ Lat. numerus,['31'],[],['ⲛⲟⲩⲙⲉⲣⲟⲛ'],[]
ⲛⲩⲙⲫⲓⲟⲥ,['31'],[],['ⲛⲓⲙⲫⲩⲟⲥ'],[]
ⲟⲃⲉⲗⲓⲥⲕⲟⲥ,['31'],[],['ⲟⲃⲟⲗⲓⲥⲕⲟⲥ'],[]
ⲟⲗⲟⲥⲏⲣⲓⲕⲟⲛ,['31'],[],"['ⲟⲗⲟⲥⲟⲩⲣⲓⲕⲟⲛ', 'ⲟⲗⲟⲥⲩⲣⲓⲕⲟⲛ', 'ⲟⲗⲟⲥⲓⲣⲓⲕⲟⲛ']",[]
ⲟⲛⲓⲥⲕⲟⲥ,['31'],[],[],[]
ⲟⲛⲟⲕⲉⲛⲧⲁⲩⲣⲟⲥ,['31'],[],[],[]
ⲟⲣⲅⲏ,['31'],[],[],[]
ⲟⲩⲗⲏ,['31'],[],[],[]
ⲡⲁⲗⲁⲧⲓⲛⲟⲥ Lat. palatinus,['31'],[],['ⲡⲁⲗⲁⲧⲓⲛⲟⲥ'],[]
ⲡⲁⲗⲗⲁⲕⲏ,['31'],[],[],[]
ⲡⲁⲛⲛⲓⲟⲛ,['31'],[],['ⲡⲁⲛⲛⲓⲛ'],[]
ⲡⲁⲛⲟⲡⲗⲓⲁ,['31'],[],[],[]
ⲡⲁⲡⲡⲟⲥ,['31'],[],['ⲡⲁⲡⲓⲟⲥ'],[]
ⲡⲁⲣⲁⲅⲉⲓⲛ,['35'],[],['ⲡⲁⲣⲁⲕⲉ'],[]
ⲡⲁⲣⲁⲑⲏⲕⲏ,['31'],[],['ⲡⲁⲣⲁⲑⲏⲕⲓ'],[]
ⲡⲁⲣⲁⲛⲩⲙⲫⲓⲟⲥ,['31'],[],['ⲡⲁⲣⲁⲛⲩⲙⲫⲟⲥ'],[]
ⲡⲁⲣⲇⲁⲗⲓⲥ,['31'],[],[],[]
ⲡⲁⲣⲓⲥⲧⲁⲛⲁⲓ ,['35'],[' (ⲡⲁⲣⲁⲥⲧⲁⲛ)'],['ⲡⲁⲣⲁⲥⲧⲁⲛ'],[]
ⲡⲁⲣⲣⲏⲥⲓⲁⲍⲉⲥⲑⲁⲓ,['35'],[],"['ⲡⲁⲣⲏⲥⲓⲁⲥⲑⲉ', 'ⲡⲁⲣⲏⲥⲓⲁⲍⲉⲥⲑⲉ']",[]
ⲡⲁⲧⲉⲓⲥⲑⲁⲓ,['35'],[],['ⲡⲁⲧⲓⲥⲑⲉ'],[]
ⲡⲉⲓⲣⲁ ,['31'],[],"['ⲡⲓⲣⲁ', 'ⲡⲩⲣⲁ', 'ⲡⲏⲣⲁ']","[' ""attempt"" (in ϭⲓ-ⲡⲓⲣⲁ)']"
ⲡⲉⲡⲉⲣⲓ,['31'],[],['ⲡⲉⲡⲣⲟⲥ'],[]
ⲡⲉⲣⲓⲍⲱⲙⲁ,['31'],[],['ⲡⲉⲣⲓⲥⲱⲙⲁ'],[]
ⲡⲉⲣⲟⲛⲓⲟⲛ,['31'],[],"['ⲫⲉⲣⲟⲛⲓⲟⲛ', 'ⲃⲉⲣⲟⲛⲓ']",[]
ⲡⲓⲥⲕⲓⲛⲏ,['31'],[],['ⲫⲓⲥⲕⲓⲛⲁ'],[]
ⲡⲗⲁⲛⲟⲥ,['31'],[],[],[]
ⲡⲗⲁⲝ,['31'],[],[],[]
ⲡⲗⲉⲓⲛ,['35'],[],[],[]
ⲡⲟⲇⲁⲅⲣⲟⲥ,['31'],[],['ⲁⲡⲟⲧⲁⲕⲣⲟⲥ'],[]
ⲡⲟⲗⲉⲙⲁⲣⲭⲟⲥ,['31'],[],['ⲡⲟⲗⲓⲙⲁⲣⲭⲟⲥ'],[]
ⲡⲟⲗⲉⲙⲓⲥⲧⲏⲥ,['31'],[],[],[]
ⲡⲟⲗⲉⲙⲓⲟⲥ,['34'],[],['ⲡⲟⲗⲉⲙⲟⲥ'],[]
ⲡⲣⲟⲥⲉⲛⲉⲅⲕⲉⲓⲛ,['35'],[],"['ⲡⲣⲟⲥⲉⲛⲉⲅⲕⲓⲛ', 'ⲡⲣⲟⲥⲉⲛⲉⲅⲕⲉ']",[]
ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲉⲓⲛ,['35'],[],"['ⲡⲣⲟⲥⲕⲁⲣⲧⲉⲣⲓⲛ', 'ⲡⲣⲟⲕⲁⲣⲧⲉⲣⲓⲛ']",[]
ⲡⲣⲟⲥⲟⲇⲟⲥ,['31'],[],[],[]
ⲡⲣⲟⲥⲫⲉⲣⲉⲓⲛ,['35'],[],['ⲡⲣⲟⲥⲫⲉⲣⲓⲛ'],[]
ⲡⲣⲱⲧⲉⲕⲧⲱⲣ Lat. protector,['31'],[],"['ⲡⲣⲟⲧⲏⲕⲧⲱⲣ', 'ⲡⲣⲟⲇⲏⲕⲧⲱⲣ']",[]
ⲡⲣⲱⲧⲟⲇⲓⲁⲕⲱⲛ,['31'],[],['ⲡⲣⲟⲧⲟⲇⲓⲁⲕⲱⲛ'],[]
ⲡⲣⲱⲧⲟⲙⲁⲣⲧⲩⲥ,['31'],[],"['ⲡⲣⲱⲧⲟⲙⲁⲣⲧⲩⲣⲟⲥ', 'ⲡⲣⲟⲧⲟⲙⲁⲣⲧⲩⲣⲟⲥ']",[]
ⲣⲁⲃⲇⲟⲩⲭⲟⲥ,['31'],[],['ⲣⲁⲃⲧⲟⲩⲭⲟⲥ'],[]
ⲣⲉⲩⲙⲁ,['31'],[],[],[]
ⲣⲓⲡⲁⲣⲓⲟⲥ,['31'],[],['ⲣⲉⲡⲁⲣⲓⲟⲥ'],[]
ⲥⲁⲛⲇⲁⲗⲓⲟⲛ,['31'],[],"['ⲥⲩⲛⲇⲁⲗⲓⲟⲛ', 'ⲥⲉⲛⲇⲁⲗⲓⲟⲛ']",[]
ⲥⲁⲣⲁⲕⲏⲛⲟⲥ,['33'],[],"['ⲥⲁⲣⲁⲕⲓⲛⲟⲥ', 'ⲁⲅⲁⲣⲓⲛⲛⲉⲟⲥ', 'ⲥⲁⲣⲁⲕⲓⲛⲏ', 'ⲥⲁⲣⲁⲕⲏⲛⲏ', 'ⲥⲁⲣⲁⲅⲏⲛⲟⲥ']",[]
ⲥⲉⲓⲣⲁφ ,['31'],[],"['ⲥⲩⲣⲁ', 'ⲥⲓⲣⲁ']","[' ""string, chain""']"
ⲥⲕⲁⲫⲏ,['31'],[],[],[]
ⲥⲕⲟⲧⲟⲥ,['31'],[],[],[]
ⲥⲙⲓⲗⲁ,['31'],[],['ⲥⲙⲓⲗⲗⲁ'],[]
ⲥⲡⲁⲑⲁⲣⲓⲟⲥ,['31'],[],['ⲥⲡⲁⲑⲁⲣⲟⲥ'],[]
ⲥⲧⲁⲥⲓⲁⲥⲧⲏⲥ,['31'],[],['ⲧⲁⲥⲓⲁⲥⲧⲏⲥ'],[]
ⲥⲧⲁⲃⲗⲟⲛ,['31'],[],['ⲥⲧⲁⲩⲗⲟⲛ'],[]
ⲥⲧⲉⲣⲉⲱⲙⲁ,['31'],[],[],[]
ⲥⲧⲏⲑⲟⲥ ,['31'],[],"['ⲥⲑⲏⲧⲟⲥ', 'ⲥⲑⲏⲑⲟⲥ', 'ⲥⲧⲏⲑⲟⲥ']","[' ""breast"" etc.']"
ⲥⲧⲓⲅⲙⲁ,['31'],[],['ⲥⲧⲩⲭⲙⲁ'],[]
ⲥⲧⲟⲗⲟⲥ,['31'],[],['ⲥⲧⲟⲗⲟⲧⲟⲥ'],[]
ⲥⲧⲣⲁⲧⲏⲅⲟⲥ ,['31'],"[' (ⲥⲁⲧⲏⲅⲟⲥ, -ⲟⲩⲥ)']","['ⲥⲁⲧⲏⲅⲟⲥ', 'ⲥⲁⲧⲏⲅⲟⲩⲥ']",[]
ⲥⲧⲣⲁⲧⲓⲱⲧⲏⲥ,['31'],[],['ⲥⲧⲣⲁⲧⲏⲱⲧⲏⲥ'],[]
ⲥⲧⲣⲁⲧⲱⲣ,['31'],[],[],[]
ⲥⲩⲅⲕⲟⲗⲗⲁⲣⲓⲟⲥ,['31'],[],['ⲥⲩⲛⲕⲟⲗⲗⲁⲣⲓⲟⲥ'],[]
ⲥⲩⲙⲃⲟⲩⲗⲟⲥ,['31'],[],"['ⲥⲩⲛⲃⲟⲩⲗⲟⲥ', 'ⲥⲩⲛⲃⲟⲗⲟⲥ', 'ⲥⲩⲙⲃⲟⲗⲟⲥ']",[]
ⲥⲩⲙⲃⲟⲗⲟⲛ,['31'],[],['ⲥⲩⲙⲃⲟⲗⲟⲥ'],[]
ⲥⲩⲙⲯⲉⲗⲗⲓⲟⲛ,['31'],[],"['ⲥⲩⲛⲯⲉⲗⲓⲟⲛ', 'ⲥⲉⲙⲯⲉⲗⲓⲟⲛ']",[]
ⲥⲩⲛⲧⲁⲥⲥⲉⲓⲛ,['35'],[],"['ⲥⲩⲛⲧⲁⲍⲓⲛ', 'ⲥⲩⲛⲧⲁⲥⲥⲓⲛ']",[]
ⲥⲭⲟⲓⲛⲟⲥ,['31'],[],['ⲥⲭⲓⲛⲟⲛ'],[]
ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲟⲥ,['34'],[],"['ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲏ', 'ⲥⲭⲟⲗⲁⲥⲧⲓⲕⲟⲛ']",[]
ⲥⲱⲧⲏⲣⲓⲁ,['31'],[],[],[]
ⲧⲁⲃⲉⲗⲗⲓⲱⲛ,['31'],[],['ⲧⲁⲃⲓⲣⲓⲟⲛ'],[]
ⲧⲁⲩⲣⲉⲁ,['31'],[],[],[]
ⲧⲏⲅⲁⲛⲟⲛ,['31'],[],"['ⲧⲏⲕⲁⲛⲟⲛ', 'ⲇⲓⲕⲁⲛⲟⲥ']",[]
ⲧⲓⲙⲱⲣⲏⲧⲏⲥ,['31'],[],"['ⲇⲓⲙⲱⲣⲏⲧⲏⲥ', 'ⲇⲏⲙⲱⲣⲓⲥⲧⲏⲥ', 'ⲧⲓⲙⲱⲣⲓⲧⲏⲥ', 'ⲇⲓⲙⲱⲣⲓⲧⲏⲥ', 'ⲇⲓⲙⲱⲣⲓⲥⲧⲏⲥ']",[]
ⲧⲟⲗⲙⲏⲣⲟⲥ,['34'],[],['ⲧⲟⲗⲙⲏⲣⲟⲛ'],[]
ⲧⲟⲗⲙⲏⲥⲓⲁ,['31'],[],[],[]
ⲧⲟⲙⲟⲥ,['31'],[],[],[]
ⲧⲟⲡⲁⲣⲭⲏⲥ,['31'],[],[],[]
ⲧⲣⲓⲃⲟⲩⲛⲟⲥ Lat. tribunus,['31'],[],"['ⲧⲣⲓⲛⲟⲩⲛⲟⲥ', 'ⲧⲣⲓⲃⲟⲩⲛⲟⲥ', 'ⲑⲣⲟⲩⲃⲟⲩⲛⲟⲥ', 'ⲑⲣⲓⲃⲟⲩⲛⲟⲥ']",[]
ⲧⲣⲓⲧⲟⲧⲉⲧⲣⲁⲙⲏⲛⲟⲛ,['31'],[],['ⲧⲣⲓⲧⲟⲧⲉⲧⲣⲁⲙⲉⲛⲟⲛ'],[]
ⲧⲩⲡⲧⲉⲓⲛ,['35'],[],"['ⲡⲉⲡⲧⲓⲛ', 'ⲧⲩⲡⲧⲓⲛ']",[]
ⲧⲩⲭⲏ,['31'],[],[],[]
ⲩⲡⲟⲇⲓⲁⲕⲟⲛⲟⲥ ,['31'],[' (ϩⲩⲡⲟⲇⲓⲁⲕⲱⲛ)'],['ϩⲩⲡⲟⲇⲓⲁⲕⲱⲛ'],[]
ⲩⲡⲟⲙⲛⲏⲙⲁ ,['31'],[' (ϩⲩⲡⲟⲙⲛⲏⲙⲁ)'],"['ϩⲩⲡⲟⲙⲏⲛⲏⲙⲁ', 'ϩⲩⲡⲟⲙⲛⲓⲙⲁ', 'ϩⲩⲡⲟⲙⲛⲏⲙⲁ']",[]
ⲫⲓⲗⲟⲡⲟⲛⲟⲥ,['34'],[],['ⲫⲩⲗⲟⲡⲟⲛⲟⲥ'],[]
ⲫⲗⲩⲁⲣⲟⲥ,['34'],[],"['ⲫⲗⲟⲓⲁⲣⲟⲥ', 'ⲡⲗⲓⲁⲣⲟⲥ', 'ⲫⲗⲓⲁⲣⲟⲥ']",[]
ⲫⲟⲃⲟⲥ,['31'],[],[],[]
ⲫⲩⲅⲁⲥ,['31'],[],['ⲫⲩⲕⲁⲥⲉⲛ'],[]
ⲫⲩⲗⲁⲕⲧⲏⲣⲓⲟⲛ,['31'],[],['ⲫⲓⲗⲁⲕⲧⲏⲣⲓⲟⲛ'],[]
ⲭⲁⲗⲁⲛ ,['35'],[],"['ⲭⲁⲗⲁⲛ', 'ⲭⲁⲗⲁ', 'ⲭⲁⲗⲗⲁ']","[' ""let down""']"
ⲭⲁⲗⲃⲁⲛⲏ,['31'],[],['ⲭⲁⲗⲃⲁⲛⲓ'],[]
ⲭⲁⲙⲟⲥ ,['31'],[' (= ⲕⲏⲙⲟⲥ)'],['ⲭⲁⲙⲟⲥ'],[]
