COPT_LEMMA,POS 1,POS 2,FORMS,SENSES
ⲥⲱⲛϩ ,['5'],[],"['ⲥⲁⲛϩϥ', 'ⲥⲁⲛϩⲥ', 'ⲥⲁⲛϩⲟⲩ', 'ⲥⲁⲛϩ', 'ⲥⲱⲛϩ']","[' ""bind""']"
ⲥⲱⲣ ,['5'],[],"['ⲥⲏⲣ', 'ⲥⲁⲣϥ', 'ⲥⲁⲣⲧ', 'ⲥⲁⲣⲥ', 'ⲥⲁⲣⲟⲩ', 'ⲥⲣ', 'ⲥⲱⲣ']","[' ""scatter, spread""']"
ⲥⲱⲧ ,['5'],[],"['ⲥⲁⲧⲟⲩ', 'ⲥⲁⲧϥ', 'ⲥⲁⲧⲥ', 'ⲥⲁⲧⲛ', 'ⲥⲁⲧⲕ', 'ⲥⲱⲧ', 'ⲥⲁⲧⲉ']","[' ""return, repeat""']"
ⲥⲱⲧ ,['5'],[],"['ⲥⲉⲧ', 'ⲥⲁⲧ', 'ⲥⲁⲧⲛⲉ', 'ⲥⲁⲧⲟⲩ', 'ⲥⲁⲧϥ', 'ⲥⲁⲧⲥ', 'ⲥⲁⲧⲛ', 'ⲥⲁⲧⲕ', 'ⲥⲱⲧ', 'ⲥⲁⲧⲉ']","[' ""stretch""']"
ⲥⲓⲧⲉ ,['5'],[],['ⲥⲓⲧⲉ'],"[' ""throw, sow""']"
ⲥⲱϩⲉ (*) ,['5'],[],['ⲥⲱϩⲉ'],"[' ""weave""']"
ⲥⲁϩⲛⲉ ,['5'],[],['ⲥⲁϩⲛⲉ'],"[' ""provide, supply""']"
ⲥⲱⳉⲡ ,['5'],[],"['ⲥⲁⳉⲡⲥ', 'ⲥⲁⳉⲡϥ', 'ⲥⲁⳉⲡⲟⲩ', 'ⲥⲱⳉⲡ']","[' ""suck in""']"
ⲧⲟⲩⲛⲟ (*) ,['5'],[],['ⲧⲟⲩⲛⲟⲩ'],"[' ""make to open""']"
ⲛⲓⲙ ,['10'],[],"['~ⲓⲙ', 'ⲛⲓⲙ']","[' ""who?""']"
ⳉⲁⲉ ,['5'],[],"['ϩⲁⲉ', 'ⳉⲁⲉ']","[' ""rise""']"
ⲧⲁⲉⲓⲧ ,['5'],[],"['ⲧⲁⲓⲧ', 'ⲧⲁⲉⲓⲧ']","[' ""mourn""']"
ⲅⲗⲩⲡⲧⲟⲛ,['31'],[],[],[]
ⲥⲁⲙⲁⲣⲉⲓⲁ,['33'],[],['ⲥⲁⲙⲁⲣⲓⲁ'],[]
ⲱⲗ ,['5'],[],"['ⲉⲗ', 'ⲁⲗ', 'ⲁⲗϥ', 'ⲁⲗⲥ', 'ⲱⲗ', 'ⲁⲗⲟⲩ']","[' ""lay hold of, gather""']"
ⲗⲉⲕⲙⲉ ,['1'],[],['ⲗⲉⲕⲙⲉ'],"[' ""piece, fragment""']"
ⲥⲉⲓⲣⲏⲛⲟⲥ,['31'],[],['ⲥⲓⲣⲏⲛⲟⲥ'],[]
ⲡⲗⲏⲅⲏ,['31'],[],['ⲡⲗⲏⲅⲉ'],[]
ⳉⲱⳉ ,['5'],[],"['ⳉⲁⳉϥ', 'ⳉⲁⳉⲥ', 'ⳉⲁⳉⲟⲩ', 'ⳉⲏⳉ', 'ⳉⲱⳉ']","[' ""scatter, spread""']"
ⳉⲱⳉ ,['5'],[],"['ⳉⲁⳉϥ', 'ⳉⲁⳉⲥ', 'ⳉⲁⳉⲟⲩ', 'ⳉⲏⳉ', 'ⳉⲱⳉ']","[' ""make level, straight""']"
ⳉⲟⲩⲟⲩⲕ ,['5'],[],"['ⳉⲟⲩⲕ', 'ⳉⲟⲩⲟⲩⲕ']","[' ""scratch, shave""']"
ⲙⲓⲭⲁⲓⲁⲥ,['32'],[],[],[]
ⲙⲱⲣⲁⲥⲑⲓ,['32'],[],['ⲙⲱⲣⲁⲑⲉⲓ'],[]
ⲓⲱⲁⲑⲁⲙ,['32'],[],[],[]
ⲁⲭⲁⲍ,['32'],[],[],[]
ⲉⲍⲉⲕⲓⲁⲥ,['32'],[],[],[]
ⲧⲟⲡⲟⲥ,['31'],[],[],[]
ⲉⲓⲇⲱⲗⲟⲛ,['31'],[],[],[]
ⲇⲣⲁⲕⲱⲛ,['31'],[],[],[]
ⲅⲉⲑ,['33'],[],[],[]
ⲁⲕⲓⲙ,['33'],[],['ⲁⲕⲕⲉⲓⲙ'],[]
ⲕⲁⲗⲱⲥ,['39'],[],[],[]
ⲥⲉⲛⲛⲁⲁⲣ,['33'],[],[],[]
ⲁⲣⲙⲁ (ϩⲁⲣⲙⲁ) ,['31'],[],"['ⲁⲣⲙⲁ', 'ϩⲁⲣⲙⲁ']","[' ""chariot""']"
ⲗⲁⲭⲓⲥ,['33'],[],['ⲗⲁⲭⲉⲓⲥ'],[]
ⲁⲣⲭⲏⲅⲟⲥ,['31'],[],[],[]
ⲥⲓⲱⲛ,['33'],[],['ⲥⲉⲓⲱⲛ'],[]
ⲕⲗⲏⲣⲟⲛⲟⲙⲟⲥ,['31'],[],[],[]
ⲟⲇⲟⲗⲗⲁⲙ,['33'],[],[],[]
ⲁⲓⲭⲙⲁⲗⲱⲧⲟⲥ,['31'],[],[],[]
ϩⲓⲟⲩⲉ ,['5'],[],"['ϩⲓⲟⲩⲉ', 'ϩⲟⲩ']","[' ""strike, cast, lay""']"
ⲉⲓⲥ- ,['5'],[' (deictic)'],"['ⲓⲥ', 'ⲉⲓⲥ']",[]
ⲛⲁⲓ̈ⲛⲉ ,['5'],[],"['ⲛⲁⲉⲓⲛⲉ', '~ⲁⲓⲛⲉ', 'ⲛⲁⲓⲛⲉ', '~ⲁⲉⲓⲛⲉ']","[' ""shake, tremble""']"
ϯϭⲉ ,['1'],[],['ϯϭⲉ'],"[' ""gourd, vegetables""']"
ⲛⲉϩⲡⲉ ,['5'],[],['ⲛⲉϩⲡⲉ'],"[' ""mourn""']"
ⲉⲥⲏⲧ ,['1'],[],"['ⲁⲡⲉⲥⲏⲧ', 'ⲉⲥⲏⲧ']","[' ""bottom, ground""']"
ϣⲉⲉⲣⲉ ,['1'],[],['ϣⲉⲉⲣⲉ'],"[' ""daughter""']"
ϩⲏⲃⲉ ,['1'],[],"['~ⲏⲃⲉ', 'ⲏⲃⲉ', 'ϩⲏⲃⲉ']","[' ""grief, mourning""']"
ϩⲁⲓⲉⲥ (or ⳉⲁⲓⲉⲥ ?) ,['1'],[],['ϩⲁⲓⲉⲥ'],"[' ""widowhood""']"
ϣⲛϩⲧⲏ⸗ ,['5'],[],"['ϣⲛϩϯ', 'ϣⲁⲛϩⲧⲏϥ', 'ϣⲛϩⲧⲏϥ', 'ϣⲁⲛϩⲧⲏⲩ', 'ϣⲛϩⲧⲏⲩ', 'ϣⲛϩⲧⲏⲟⲩ', 'ϣⲁⲛϩⲧⲏⲥ', 'ϣⲛϩⲧⲏⲥ', 'ϣⲛϩⲧⲏⲛ', 'ϣⲛϩⲧⲏⲕ', 'ϣⲛϩⲧⲏⲓ']","[' ""have mercy""']"
ϣⲟⲩ- ,['5'],[],['ϣⲟⲩ'],"[' ""(it) is fitting""']"
ⲥⲡⲉⲓ̈ ,['1'],[],['ⲥⲡⲉⲓ'],"[' ""elect""']"
ⲥⲁⲉⲓⲧ ,['1'],[],"['ⲥⲁⲉⲓⲧ', 'ⲥⲁⲓⲧ']","[' ""fame, reputation""']"
ⲁⲡⲟⲛⲟⲓⲁ,['31'],[],[],[]
ⲉⲕⲕⲗⲏⲥⲓⲁ,['31'],[],[],[]
ⲣⲱⲙⲏ ,['33'],[' (ϩⲣⲱⲙⲏ)'],"['ⲣⲱⲙⲏ', 'ϩⲣⲱⲙⲏ']",[]
ⲓⲏⲥⲟⲩⲥ,['32'],[],"['ⲓⲏⲥ', 'ⲓⲥ']",[]
ⲭⲣⲓⲥⲧⲟⲥ,['32'],[],"['ⲡⲉⲭⲥ', 'ⲡⲭⲥ', 'ⲭⲣⲉⲓⲥⲧⲟⲥ', 'ⲭⲣⲉⲓⲥⲧⲟⲥ', 'ⲭⲣⲥ', 'ⲭⲣⲥ', 'ⲭⲥ', 'ⲭⲥ']",[]
ⲭⲣⲏⲥⲧⲟⲥ,['34'],[],"['ⲭⲣⲥ', 'ⲭⲥ']",[]
ⲥⲉⲙⲛⲟⲥ,['34'],[],[],[]
ⲥⲧⲁⲥⲓⲥ,['31'],[],[],[]
ⲇⲟⲕⲓⲙⲁⲍⲉ,['35'],[],[],[]
ⲱⲥⲧⲉ ,['37'],[' (ϩⲱⲥⲧⲉ)'],"['ⲱⲥⲧⲉ', 'ϩⲱⲥⲧⲉ']",[]
ⲡⲣⲟⲡⲉⲧⲏⲥ,['34'],[],[],[]
ⲉⲡⲓⲉⲓⲕⲏⲥ,['34'],[],[],[]
ⲉⲝⲁⲡⲓⲛⲁ,['39'],[],[],[]
ⲁⲗⲗⲟⲧⲣⲓⲟⲥ,['34'],[],['ⲁⲗⲗⲟⲧⲣⲓⲟⲛ'],[]
ⲁⲣⲉⲧⲏ,['31'],[],[],[]
ⲩⲡⲟⲧⲁⲥⲥⲉⲥⲑⲁⲓ ,['35'],[' (ϩⲩⲡⲟⲧⲁⲥⲥⲉ)'],['ϩⲩⲡⲟⲧⲁⲥⲥⲉ'],[]
ⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ,['31'],[],[],[]
ⲡⲁⲣⲁⲅⲅⲉⲓⲗⲉ,['35'],[],[],[]
ⲥⲩⲛⲉⲓⲇⲏⲥⲓⲥ,['31'],[],[],[]
ⲕⲁⲛⲱⲛ,['31'],[],[],[]
ⲩⲡⲟⲧⲁⲅⲏ ,['31'],[' (ϩⲩⲡⲟⲧⲁⲅⲏ)'],['ϩⲩⲡⲟⲧⲁⲅⲏ'],[]
ⲧⲉⲃⲟ ,['5'],[],"['ⲧⲉⲃⲁⲉⲓ', 'ⲧⲁⲃⲁⲥ', 'ⲧⲉⲃⲁⲕ', 'ⲧⲉⲃⲁⲓ', 'ⲧⲉⲃⲁⲛ', 'ⲧⲉⲃⲁϥ', 'ⲧⲉⲃⲁⲩ', 'ⲧⲉⲃⲁⲥ', 'ⲧⲉⲃⲉ', 'ⲧⲉⲃⲟ']","[' ""teach, instruct""']"
ⲉⲣⲁϣ ,['1'],[],"['ⲣⲁϣ', 'ⲉⲣⲁϣ']","[' ""(be) cold""']"
ⲉⲣⲏⲩ ,['1'],[],"['ⲉⲣⲏⲟⲩ', 'ⲉⲣⲏⲩ']","[' ""fellow""']"
ⲧⲱⲗⲙⲉ ,['5'],[],"['ⲧⲁⲗⲙⲉ', 'ⲧⲱⲗⲙⲉ']","[' ""soil, besmirch""']"
ⲧⲱϩⲙⲉ ,['5'],[],"['ⲧⲁϩⲙⲉϥ', 'ⲧⲁϩⲙⲉⲥ', 'ⲧⲁϩⲙⲛⲉ', 'ⲧⲱϩⲙⲉ', 'ⲧⲁϩⲙⲟⲩ', 'ⲧⲁϩⲙⲉ']","[' ""call, summon""']"
ⲱⲥⲕ ,['5'],[],['ⲱⲥⲕ'],"[' ""delay, dwell f a long ti""']"
ϣⲙϣⲉ ,['5'],[],['ϣⲙϣⲉ'],"[' ""serve, worship""']"
ⲧⲱⲃϩ ,['5'],[],"['ⲧⲃϩ', 'ⲧⲱⲃϩ']","[' ""pray, entreat""']"
ⲧⲕⲉⲥ ,['1'],[],['ⲧⲕⲉⲥ'],"[' ""pain""']"
ⲧⲁⲕⲥ ,['1'],[],['ⲧⲁⲕⲥ'],"[' ""seat""']"
ⲧⲱⲕⲥ ,['5'],[],"['ⲧⲱⲕⲥ', 'ⲧⲁϭⲥ', 'ⲧⲁⲕⲥ']","[' ""pierce, goad""']"
ⲧⲱⲕⲙⲉ ,['5'],[],"['ⲧⲁⲕⲙⲉϥ', 'ⲧⲁⲕⲙⲉⲥ', 'ⲧⲁⲕⲙⲉ', 'ⲧⲁⲕⲙⲟⲩ', 'ⲧⲱⲕⲙⲉ']","[' ""pluck, draw, drag""']"
ⲧⲙⲁⲓ̈ⲟ ,['5'],[],"['ⲧⲙⲁⲓⲁⲉⲓⲧ', 'ⲧⲙⲁⲉⲓⲁⲓⲧ', 'ⲧⲙⲁⲉⲓⲁⲉⲓⲧ', '~ⲙⲁⲓⲏⲩ', 'ⲙⲁⲧⲙⲁⲓⲟ', 'ⲙⲁⲧⲙⲁⲉⲓⲟ', 'ⲙⲁⲧⲙⲁⲓⲉ', 'ⲧⲙⲁⲓⲉ', 'ⲧⲙⲁⲓⲁϥ', 'ⲧⲙⲁⲓⲁⲓⲧ', 'ⲧⲙⲁⲉⲓⲏⲩ', 'ⲧⲙⲁⲓⲏⲩ', 'ⲧⲙⲁⲓⲁⲩ', 'ⲧⲙⲁⲓⲁⲥ', 'ⲧⲉⲙⲁⲓⲁ', 'ⲧⲙⲁⲉⲓⲉ', 'ⲧⲙⲁⲓⲟ', 'ⲧⲙⲁⲉⲓⲟ']","[' ""justify, praise""']"
ⲧⲱⲙⲥ ,['5'],[],"['ⲧⲱⲙⲉⲥ', 'ⲧⲁⲙⲥϥ', 'ⲧⲱⲙⲥ', 'ⲧⲁⲙⲥⲟⲩ']","[' ""bury""']"
ⲧⲁⲛⲧⲛⲉ ,['5'],[],"['ⲧⲛⲧⲱⲛⲧ', 'ⲧⲛⲧⲱⲛⲛⲉ', 'ⲧⲛⲧⲱⲛⲕ', 'ⲧⲛⲧⲱⲛϥ', 'ⲧⲛⲧⲁⲛⲧ', 'ⲧⲛⲧⲱⲛⲥ', 'ⲧⲛⲧⲱⲛⲟⲩ', 'ⲧⲛⲧⲛⲉ', 'ⲧⲁⲛⲧⲛⲉ']","[' ""liken""']"
ⲧⲁⲡ ,['1'],[],['ⲧⲁⲡ'],"[' ""edge, border of garment""']"
ⲧⲉⲡ ,['1'],[],['ⲧⲉⲡ'],"[' ""horn""']"
ⲧⲁⲡ ,['1'],[],['ⲧⲁⲡ'],"[' ""usage, custom""']"
ϯⲡⲉ ,['1'],[],['ϯⲡⲉ'],"[' ""taste""']"
ϯⲡⲉ ,['1'],[],['ϯⲡⲉ'],"[' ""loins""']"
ⲧⲥⲃⲕⲟ ,['5'],[],"['ⲧⲥⲃⲕⲟ', 'ⲧⲥⲃⲕⲁⲩ']","[' ""make small, diminish""']"
ⲧⲥⲟ ,['5'],[],"['ⲧⲥⲉ', 'ⲧⲥⲁϥ', 'ⲧⲥⲁⲩ', 'ⲧⲥⲁⲥ', 'ⲧⲥⲟ']","[' ""give to drink""']"
ⲧⲱⲧ ,['5'],[],"['ⲧⲱⲧ', 'ⲧⲏⲧ']","[' ""conjoin, mingle""']"
ⲧⲱϩ ,['1'],[],"['~ⲱϩ', 'ⲧⲱϩ']","[' ""chaff""']"
ⲧϩⲓⲟ ,['5'],[],"['ⲑⲓⲁϥ', 'ⲧϩⲓⲁϥ', 'ⲧϩⲓⲁⲥ', 'ⲑⲓⲁⲥ', 'ⲑⲓⲁⲩ', 'ⲧϩⲓⲁⲩ', 'ⲧϩⲓⲟ']","[' ""make fall, bring down""']"
ⲑⲙⲕⲟ ,['5'],[],"['ⲑⲙⲕⲉ', 'ⲧϩⲙⲕⲟ', 'ⲑⲙⲕⲁϥ', 'ⲑⲙⲕⲁⲩ', 'ⲑⲙⲕⲁⲥ', 'ⲑⲙⲕⲟ']","[' ""afflict, torment""']"
ⲑⲙⲥⲟ ,['5'],[],"['ⲑⲙⲥⲉ', 'ⲑⲙⲥⲁϥ', 'ⲑⲙⲥⲁⲩ', 'ⲑⲙⲥⲁⲥ', 'ⲑⲙⲥⲁⲛ', 'ⲑⲙⲥⲁⲕ', 'ⲑⲙⲥⲁⲓ', 'ⲑⲙⲥⲟ']","[' ""seat""']"
ⲧⳉⲛⲟ ,['5'],[],"['ⲧⳉⲛⲁϥ', 'ⲧⳉⲛⲁⲩ', 'ⲧⳉⲛⲁⲥ', 'ⲧⳉⲛⲟ']","[' ""make to approach, hire""']"
ⲧⲁϫⲟ ,['5'],[],"['ⲧⲁϫⲁϥ', 'ⲧⲁϫⲁⲩ', 'ⲧⲁϫⲁⲥ', 'ⲧⲁϫⲉ', 'ⲧⲁϫⲟ']","[' ""judge, condemn""']"
ⲧⲁϫⲣⲟ ,['5'],[],"['ⲧⲁϫⲣⲁⲉⲓ', 'ⲧⲁϫⲣⲏⲟⲩ', 'ⲧⲁϫⲣⲉ', 'ⲧⲁⲭⲣⲁⲉⲓⲧ', 'ⲧⲁϫⲣⲁⲛ', 'ⲧⲁϫⲣⲁⲕ', 'ⲧⲁϫⲣⲁⲓ', 'ⲧⲁϫⲣⲁⲓⲧ', 'ⲧⲁϫⲣⲁⲉⲓⲧ', 'ⲧⲁϫⲣⲁϥ', 'ⲧⲁϫⲣⲁⲩ', 'ⲧⲁϫⲣⲁⲥ', 'ⲧⲁϫⲣⲏⲩ', 'ⲧⲁϫⲣⲟ']","[' ""fasten, strengthen""']"
ⲧϭⲁⲉⲓⲟ ,['5'],[],"['ϭⲁⲓⲟ', 'ϭⲁⲉⲓⲟ', 'ⲧϭⲁⲓⲉ', 'ⲧϭⲁⲓⲟ', 'ⲧϭⲁⲉⲓⲟ']","[' ""disgrace, condemn""']"
ⲧⲱϭⲉ ,['5'],[],"['ⲧⲁϭⲛⲉ', 'ⲧⲏϭ', 'ⲧⲁϭϥ', 'ⲧⲁϭⲥ', 'ⲧⲁϭⲟⲩ', 'ⲧⲱⲱϭⲉ', 'ⲧⲱϭ', 'ⲧⲁϭⲛ', 'ⲧⲱϭⲉ', 'ⲧⲏⲕ', 'ⲧⲱⲕⲉ']","[' ""plant, affix""']"
ⲧⲁⲝⲉ ,['1'],[],"['ⲧⲁⲕⲥⲉ', 'ⲧⲁⲝⲉ']","[' ""sole, foot-print""']"
ⲉⲗⲡⲓⲥ ,['31'],[' (ϩⲉⲗⲡⲓⲥ)'],"['~ⲉⲗⲡⲓⲥ', 'ϩⲉⲗⲡⲓⲥ', 'ⲉⲗⲡⲓⲥ']",[]
ⲙⲉⲧⲁⲛⲟⲓⲁ,['31'],[],[],[]
ⲁⲩⲑⲁⲇⲏⲥ,['34'],[],[],[]
ⲗⲟⲅⲟⲥ,['31'],[],[],[]
ⲁⲕⲩⲣⲟⲥ,['34'],[],['ⲁⲕⲩⲣⲟⲛ'],[]
ⲡⲣⲟⲥⲉⲭⲉ,['35'],[],[],[]
ⲁⲡⲉⲓⲗⲏ,['31'],[],[],[]
ⲕⲓⲛⲇⲩⲛⲟⲥ,['31'],[],['ϭⲓⲛⲇⲩⲛⲟⲥ'],[]
ⲟⲩⲁϩⲥⲁϩⲛⲉ ,['5'],[],"['~ⲁϩⲥⲁϩⲛⲉ', 'ⲟⲩⲁϩⲥⲁϩⲛⲉ']","[' ""command""']"
ⲃⲁⲁⲃⲉ ,['5'],[],"['ⲃⲁⲁⲃⲉ', 'ⲃⲁⲃⲉ']","[' ""make dull, despise""']"
ⲛⲓϥⲉ ,['5'],[],"['ⲛⲉϥⲧϥ', 'ⲛⲉϥⲧⲥ', 'ⲛⲉϥⲧⲟⲩ', 'ⲛⲓϥⲉ']","[' ""blow, breathe""']"
ϭⲱϫⲃⲉ ,['5'],[],"['ϭⲱϫⲃⲉ', 'ϭϫⲃⲉ', 'ϭⲁϫⲃⲉ']","[' ""lessen, subtract""']"
ⲡⲱⲥⳉ ,['5'],[],"['ⲡⲁⲥⳉⲟⲩ', 'ⲡⲁⲥⳉ', 'ⲡⲱⲥⳉ', 'ⲡⲁⲥⳉϥ']","[' ""amaze, turn aside""']"
ⲡⲱϩⲥ ,['5'],[],"['ⲡⲱⲥϩ', 'ⲡⲁϩⲥϥ', 'ⲡⲁϩⲥⲱⲩ', 'ⲡⲁϩⲥⲟⲩ', 'ⲡⲱϩⲥ']","[' ""bite""']"
ⳉⲁⲉⲓ ,['1'],[],"['ⳉⲁⲉⲓⲓ', 'ⳉⲁⲉⲓ', 'ⳉⲁⲓ', 'ⳉⲁⲓⲉⲓⲉ', 'ⳉⲁⲓⲉⲓ']","[' ""end""']"
ⲕⲉⲣⲓⲛⲑⲟⲥ,['32'],[],['ⲕⲟⲣⲓⲛⲑⲟⲥ'],[]
ⲥⲓⲙⲱⲛ,['32'],[],[],[]
ⲙⲁⲣⲧⲩⲣⲓⲁ,['31'],[],[],[]
ⲥⲱⲧⲏⲣ,['31'],[],"['ⲥⲏⲣ', 'ⲥⲱⲣ']",[]
ⲥⲧⲁⲩⲣⲟⲩ,['35'],[],[],[]
ⲡⲟⲛⲧⲓⲟⲥ,['32'],[],[],[]
ⲁⲣⲭⲉⲗⲁⲟⲥ,['32'],[],[],[]
ⲗⲏⲥⲧⲏⲥ,['31'],[],[],[]
ⲉⲓϥⲧ ,['1'],[],['ⲉⲓϥⲧ'],"[' ""nail, spike""']"
ⲕⲣⲓⲥⲓⲥ,['31'],[],[],[]
ⲉⲧⲓ,['36'],[],[],[]
ⲥⲁⲉⲓⳉ ,['1'],[],"['ⲥⲁⲓⳉ', 'ⲥⲁⲉⲓⳉ']","[' ""pair""']"
ⲙⲁⲣⲓⲁ,['32'],[],[],[]
ⲙⲁⲣⲑⲁ,['32'],[],[],[]
ⲙⲁⲅⲇⲁⲗⲏⲛⲏ,['33'],[],[],[]
ⲥⲁϭⲛⲉ ,['1'],[],['ⲥⲁϭⲛⲉ'],"[' ""ointment""']"
ⲗⲩⲡⲉⲓⲥⲑⲁⲓ ,['35'],[' (ⲗⲩⲡⲉⲓ)'],"['ⲗⲩⲡⲏ', 'ⲗⲩⲡⲓ', 'ⲗⲩⲡⲉⲓ']",[]
ⲧⲁⲫⲟⲥ,['31'],[],[],[]
ⲥⲁⳉ ,['1'],[],['ⲥⲁⳉ'],"[' ""master""']"
ⲡⲓⲥⲧⲉⲩⲉ,['35'],[],[],[]
ⲫⲁⲛⲧⲁⲥⲓⲁ,['31'],[],[],[]
ⲁⲣⲛⲉⲓⲥⲑⲁⲓ ,['35'],[' (ⲁⲣⲛⲁ)'],['ⲁⲣⲛⲁ'],[]
ⲇⲓⲥⲧⲁⲍⲉ,['35'],[],[],[]
ⲑⲱⲙⲁⲥ,['32'],[],[],[]
ⲗⲟⲅⲭⲏ,['31'],[],[],[]
ⲁⲛⲇⲣⲉⲁⲥ,['32'],[],[],[]
ⲇⲁⲓⲙⲱⲛ,['31'],[],[],[]
ⲉⲝⲟⲙⲟⲗⲟⲅⲉⲓ,['35'],[],['ⲉⲝϩⲟⲙⲟⲗⲟⲅⲉⲓ'],[]
ⲥⲡⲓⲣ ,['1'],[],"['ⲥⲡⲓⲣ', 'ⲥⲡⲓⲣⲉⲩⲉ', 'ⲥⲡⲓⲣⲉⲉⲩ', 'ⲥⲡⲓⲣⲉⲟⲩⲉ']","[' ""rib, side""']"
ϣⲉⲟⲩⲉ ,['5'],[],"['ϣⲟⲩⲟⲟⲩ', 'ϣⲉⲩⲉ', 'ϣⲉⲟⲩⲉ', 'ϣⲟⲩⲱⲟⲩ']","[' ""be dry""']"
ⲙⲓⲉ ,['9'],[],['ⲛⲁⲙⲓⲉ'],"[' ""truth""']"
ⲥⲁⳉ ,['1'],[],"['ⲥⳉⲛ', 'ⲥⳉ', 'ⲥⲁⳉ']","[' ""stroke, blow, sore""']"
ⲥⲱⳉ ,['1'],[],['ⲥⲱⳉ'],"[' ""deaf""']"
ⲥⲱⳉ (*) ,['5'],[],['ⲥⲱⳉ'],"[' ""strike""']"
ϭⲁⲙϭⲙⲉ ,['5'],[],"['ϭⲙϭⲱⲙⲟⲩ', 'ϭⲙϭⲱⲙⲥ', 'ϭⲙϭⲱⲙϥ', 'ϭⲁⲙϭⲙⲉ']","[' ""touch, grope""']"
ϩⲁⲧⲉ ,['1'],[],"['~ⲁⲧⲉ', 'ϩⲁⲧⲉ']","[' ""moment""']"
ϩⲁⲧⲉ ,['1'],[],"['~ⲁⲧⲉ', 'ϩⲁⲧⲉ']","[' ""fear""']"
ⲁⲛⲁⲡⲁⲩⲥⲓⲥ,['31'],[],[],[]
ⲁⲣⲭⲁⲅⲅⲉⲗⲟⲥ,['31'],[],[],[]
ⲁⲣⲭⲓⲥⲧⲣⲁⲧⲏⲅⲟⲥ,['31'],[],[],[]
ⲟⲓⲕⲟⲛⲟⲙⲓⲁ,['31'],[],[],[]
ⲥⲧⲉⲣⲉⲱⲙⲁ,['31'],[],[],[]
ⲉⲝⲟⲩⲥⲓⲁ,['31'],[],[],[]
ⲅⲁⲃⲣⲓⲏⲗ,['32'],[],[],[]
ⲙⲓⲭⲁⲏⲗ,['32'],[],[],[]
ⲣⲁⲫⲁⲏⲗ,['32'],[],[],[]
ⲟⲩⲣⲓⲏⲗ,['32'],[],[],[]
ⲁⲧⲉ ,['1'],[],['ⲁⲧⲉ'],"[' ""womb""']"
ϣⲧⲉⲕⲟ ,['1'],[],['ϣⲧⲉⲕⲟ'],"[' ""prison""']"
ⲣⲟ ,['1'],[],"['ⲣⲱⲩ', 'ⲣⲟⲟⲩ', 'ⲣⲱⲟⲩ', 'ⲣⲟ']","[' ""door, gate""']"
ⲙⲟⲣⲫⲏ,['31'],[],[],[]
ⲡⲁⲥⲭⲁ,['31'],[],[],[]
ⲇⲓⲁⲕⲟⲛⲟⲥ,['31'],[],[],[]
ⲟⲧⲁⲛ ,['37'],[' (ϩⲟⲧⲁⲛ)'],"['ⲟⲧⲁⲛ', 'ϩⲟⲧⲁⲛ']",[]
ⲧⲏⲣ⸗] ,['1'],[' (ⲡ)'],"['ⲁⲡⲧⲏⲣϥ', 'ⲡⲧⲏⲣϥ', 'ⲧⲏⲣϥ']",[]
ⲛⲟⲩϥⲉ ,['4'],[],['ⲛⲟⲩϥⲉ'],"[' ""good""']"
ⲁⲗⲉⲕⲧⲱⲣ,['31'],[],[],[]
ⲁⲛⲁⲅⲕⲏ,['31'],[],[],[]
ⲡⲁⲗⲓⲛ,['39'],[],[],[]
ⲡⲟⲧⲏⲣⲓⲟⲛ,['31'],[],[],[]
ⲡⲁⲣⲁⲅⲉ,['35'],[],[],[]
ⲇⲩⲛⲁⲙⲓⲥ,['31'],[],[],[]
ⲩⲡⲏⲣⲉⲧⲉⲓⲛ ,['35'],[' (ϩⲩⲡⲏⲣⲉⲧⲉⲓ)'],['ⲩⲡⲏⲣⲉⲧⲉⲓ'],[]
ⲇⲓⲁⲕⲟⲛⲓⲁ,['31'],[],[],[]
ⲁⲅⲁⲡⲏ,['31'],[],[],[]
ϫⲓⲛ ,['1'],[],['ϫⲓⲛ'],"[' ""power, capacity""']"
ϫⲟⲩⲟⲩⲃⲉ ,['5'],[],"['ϫⲁⲃⲟⲩ', 'ϫⲟⲩⲟⲩⲃⲉ']","[' ""pass by""']"
ⲧⲥⲉⲛⲟ ,['5'],[],['ⲧⲥⲉⲛⲟ'],"[' ""adorn""']"
ϩⲣⲏⲓ̈] ϩⲣⲉ ,['1'],[],"['ⲥⲁϩⲣⲉ', 'ϩⲣⲉ']","[' ""upper part""']"
ⳉⲣⲏⲓ̈] ⳉⲣⲉ ,['1'],[],"['ⲥⲁⳉⲣⲉ', 'ⳉⲣⲉ']","[' ""lower part""']"
ⲥⲉⲉⲣⲉ ,['1'],[],['ⲥⲉⲉⲣⲉ'],"[' ""leaven""']"
ⲡⲉⲛⲧⲏⲕⲟⲥⲧⲏ,['31'],[],[],[]
ⲡⲁⲣⲟⲩⲥⲓⲁ,['31'],[],[],[]
ⲥⲏⲙⲉⲓⲟⲛ,['31'],[],['ⲥⲏⲙⲓⲟⲛ'],[]
"ⲡⲁⲣⲁ-, ⲡⲁⲣⲁⲣⲁ⸗",['38'],[],"['ⲡⲁⲣⲁⲣⲁϥ', 'ⲡⲁⲣⲁⲣⲁⲩ', 'ⲡⲁⲣⲁⲣⲁⲥ', 'ⲡⲁⲣⲁ']",[]
